Age,Income,Experience,LoanAmount,InterestRate,CreditHistoryLength,CreditScore,LoanApprovalStatus
26,117420,0,16800,6.17,4,652,No
23,124519,1,16800,13.11,4,549,No
24,151233,6,16800,12.42,4,720,No
25,31156,4,2000,14.17,3,632,No
23,44058,3,16750,15.28,4,690,Yes
22,54949,0,16750,10.75,4,676,Yes
26,54970,7,16750,12.41,3,650,Yes
23,56749,0,16750,11.99,3,668,Yes
24,30872,1,4000,11.11,2,486,No
26,51523,3,16750,17.58,3,634,Yes
22,61422,0,16750,13.11,4,616,Yes
23,65631,0,16750,11.01,4,520,Yes
24,66074,0,16750,20,2,660,Yes
23,66865,2,16700,10.37,3,628,No
25,71937,5,16600,14.18,4,660,Yes
26,85078,5,16525,13.92,2,612,No
25,119053,4,16525,15.28,3,655,No
22,49445,0,16500,10.75,2,615,Yes
26,57881,3,16500,11.01,4,515,Yes
23,57630,1,16500,10.62,3,615,Yes
22,58425,2,16500,8.9,4,607,Yes
25,30903,3,1500,6.76,4,611,No
25,68083,0,16500,12.8,3,688,Yes
25,69894,0,16500,9.32,3,650,Yes
24,31001,3,9000,7.14,4,688,No
26,31059,3,11500,7.88,3,682,No
25,30625,1,3000,6.76,2,576,No
26,100982,5,16500,16.77,4,686,Yes
24,55218,5,16425,13.49,2,621,Yes
24,74016,0,16400,10.99,4,640,No
22,33985,0,16300,11.01,4,643,Yes
26,57535,4,16250,12.42,4,675,Yes
21,30925,0,1000,7.51,3,645,No
22,65761,0,16075,10.37,3,572,No
25,47653,3,16050,17.14,3,608,Yes
23,36734,0,16000,13.23,2,570,Yes
22,40635,0,16000,10.99,2,655,Yes
26,42992,0,16000,6.03,4,670,Yes
26,31235,0,6250,15.31,4,665,Yes
24,43329,3,16000,11.71,3,628,Yes
24,43637,0,16000,11.01,4,651,Yes
23,31004,4,4750,13.57,2,634,No
21,30896,0,2800,11.01,3,687,No
22,45162,0,16000,7.9,2,632,Yes
25,46362,3,16000,12.87,3,592,Yes
25,48095,0,16000,15.65,3,658,Yes
24,48829,1,16000,10.71,2,655,Yes
22,31134,0,6000,11.89,2,641,No
25,31069,3,4800,12.53,3,652,No
25,49038,0,16000,11.71,4,678,Yes
23,48942,0,16000,12.99,2,613,Yes
22,49029,1,16000,8.88,3,658,Yes
21,49254,0,16000,11.83,4,535,Yes
22,41742,3,16000,13.24,3,612,Yes
21,51010,0,16000,12.84,2,551,Yes
24,51985,3,16000,11.71,3,551,Yes
23,30811,1,5000,9.32,2,696,No
22,30873,0,11100,9.63,3,631,No
24,52342,3,16000,8.9,3,656,Yes
25,52690,1,16000,11.49,2,677,Yes
25,31191,0,1525,10.95,2,628,No
24,30823,2,7000,9.32,2,653,No
23,53674,0,16000,8.49,4,609,Yes
24,54104,2,16000,7.49,2,600,Yes
26,31026,1,12000,12.09,2,687,Yes
24,31044,0,6500,11.01,4,640,No
22,46726,0,16000,11.54,3,630,Yes
24,30812,3,10000,8,2,658,No
24,47480,1,16000,19.91,3,629,Yes
22,54957,0,16000,10.59,4,597,Yes
21,31566,0,8800,9.33,3,700,No
24,47700,1,16000,13.06,2,537,Yes
24,30898,4,5000,5.79,4,672,No
22,31365,0,4000,16.49,2,648,No
23,31414,1,10800,14.59,3,531,No
26,30911,5,5400,16.49,2,609,No
23,47896,0,16000,11.36,3,644,Yes
25,47550,1,16000,14.11,2,668,Yes
22,31147,1,7000,6.03,4,679,No
23,58445,1,16000,10,4,569,Yes
22,51255,0,16000,16,3,537,Yes
25,61031,1,16000,17.58,4,548,Yes
24,31480,3,3200,15.23,2,628,No
23,31340,0,1200,7.49,3,651,No
24,61275,1,16000,13.99,2,666,Yes
25,31532,1,1200,15.99,3,623,No
24,60634,3,16000,10.62,2,656,Yes
22,53876,0,16000,16.35,3,642,Yes
24,61802,5,16000,13.85,3,610,Yes
23,55125,1,16000,16.45,4,658,Yes
21,63342,0,16000,15.7,4,610,Yes
22,64422,0,16000,7.9,4,683,No
24,65886,2,16000,11.01,4,627,No
22,31303,0,4000,12.73,2,716,Yes
25,59662,1,16000,11.01,4,672,Yes
22,67314,1,16000,11.01,3,595,No
21,66951,0,16000,8.94,2,679,No
21,31293,3,6500,14.26,2,616,Yes
22,31349,2,7000,13.92,3,574,No
25,70677,0,16000,11.01,2,660,No
25,63174,4,16000,13.98,3,635,Yes
23,31307,2,1000,11.48,4,603,No
22,31360,1,1000,11.48,3,609,Yes
22,64006,0,16000,12.69,3,648,Yes
26,72687,1,16000,7.49,2,624,No
24,65845,3,16000,15.65,4,694,Yes
26,65861,0,16000,14.83,2,638,Yes
24,31322,1,4000,16.49,3,592,Yes
22,74104,2,16000,11.01,2,644,No
23,75363,2,16000,7.49,2,551,No
23,31364,1,5000,9.99,3,617,No
23,31658,3,7850,13.49,4,522,No
22,31526,2,7000,6.99,2,677,No
22,69691,0,16000,17.15,4,532,Yes
26,31673,3,5600,11.91,4,554,No
22,69519,2,16000,17.27,3,625,Yes
25,31830,3,12000,13.47,2,626,Yes
23,77758,0,16000,10.74,3,671,No
24,71459,3,16000,19.47,2,684,Yes
22,78854,0,16000,10.37,4,648,No
21,78756,2,16000,9.91,3,666,No
24,31512,2,1500,9.91,3,654,No
22,78766,0,16000,8.49,4,680,No
22,31907,0,3500,12.18,2,561,No
22,79139,2,16000,7.88,3,668,No
24,71664,0,16000,16.45,2,587,Yes
23,78997,0,16000,14.59,4,662,No
22,32223,0,11325,10.65,3,465,No
22,79081,0,16000,13.47,3,509,No
22,71782,0,16000,16.32,3,562,Yes
25,80021,0,16000,10,4,580,No
22,31844,0,3000,9.45,3,560,No
23,74404,0,16000,16,3,630,Yes
23,76046,0,16000,14.54,2,560,Yes
23,76988,0,16000,14.42,3,683,Yes
25,32178,4,3825,11.71,2,691,No
20,78039,0,16000,15.31,4,671,Yes
24,87513,4,16000,13.06,2,680,No
26,89843,0,16000,14.84,3,618,No
24,90149,1,16000,11.86,3,636,No
26,91345,1,16000,17.27,4,545,No
26,32273,2,7000,10.99,4,665,No
26,32334,5,12000,11.01,3,622,No
26,90760,1,16000,11.01,2,615,No
23,32433,3,7800,10.59,4,633,No
26,91043,6,16000,13.35,2,655,No
23,32279,0,5000,7.91,2,565,No
24,83935,3,16000,11.89,4,602,Yes
21,25289,0,1000,14.26,2,629,No
25,32251,1,10000,5.79,3,517,No
23,31937,0,2000,10.36,2,643,No
22,32056,0,4000,9.25,2,542,No
21,32410,0,6000,5.79,2,633,No
25,29563,1,1000,11.49,2,682,No
24,29548,3,1000,17.99,3,631,Yes
23,32165,2,10000,11.01,3,567,Yes
21,29451,0,1000,10.99,2,546,Yes
22,29839,0,1000,12.84,4,444,No
21,30774,0,1000,13.98,4,641,No
26,30751,0,1000,14.65,3,560,No
22,31240,0,1000,15.95,2,682,Yes
26,32280,5,8500,16.45,3,684,Yes
21,32379,1,14500,14.61,2,499,Yes
24,32115,3,7000,7.74,2,686,No
22,34720,0,1000,16.29,3,599,Yes
25,34502,3,1000,7.51,3,695,No
22,32239,1,2000,7.4,2,569,No
22,34732,0,1000,10.25,4,509,Yes
24,34565,0,1000,12.53,4,627,No
23,35182,1,1000,7.9,3,624,No
22,35600,2,1000,7.29,4,631,No
22,32114,2,17000,12.84,4,634,Yes
26,35991,1,1000,7.74,4,627,No
24,37240,3,1000,7.51,2,579,No
21,36870,0,1000,10.99,4,648,No
23,37075,0,1000,7.49,3,613,No
23,32214,0,7000,14.93,4,643,No
21,36893,0,1000,11.01,3,681,No
22,32541,1,500,10.46,4,643,No
26,36677,1,1000,9.63,3,514,No
25,32030,2,10000,9.91,2,673,No
22,32342,2,5000,5.42,4,639,No
25,37112,3,1000,12.87,2,663,No
26,32258,2,6000,11.99,2,587,No
22,32377,0,5000,7.49,2,523,No
25,40794,2,1000,7.29,4,576,No
21,41384,0,1000,10.99,2,633,No
22,32086,0,12000,7.88,4,548,Yes
21,32309,0,7500,11.01,2,628,No
26,32612,3,10000,11.14,3,710,No
23,41311,0,1000,10.36,2,482,No
25,41269,0,1000,11.86,2,590,No
23,41486,2,1000,7.37,4,623,No
23,42818,0,1000,11.99,4,645,No
25,42802,3,1000,13.98,3,631,No
22,43183,2,1000,11.01,3,609,No
25,42633,2,1000,11.99,3,688,No
26,35409,8,1000,11.28,3,685,Yes
24,43172,4,1000,13.49,4,675,No
22,43133,0,1000,13.98,2,552,No
24,32597,3,6000,8.9,4,634,No
23,44010,0,1000,10.99,2,577,No
22,43958,0,1000,9.88,3,600,No
22,44409,1,1000,8.59,4,687,No
25,32844,3,7500,8.9,3,656,No
22,44480,0,1000,7.68,4,658,No
23,38081,2,1000,14.96,3,622,Yes
25,39268,0,1000,19.03,4,643,Yes
26,46563,2,1000,15.27,3,639,No
24,39782,3,1000,13.06,3,681,Yes
23,46990,3,1000,11.01,3,630,No
22,32673,0,1550,11.01,2,630,Yes
21,47010,0,1000,14.22,3,654,No
25,41665,1,1000,15.57,2,548,Yes
24,49388,0,1000,7.49,3,668,No
22,48898,0,1000,7.9,4,561,No
23,48860,0,1000,6.03,2,646,No
24,49006,6,1000,10.99,3,655,No
22,32478,0,1000,11.01,2,532,Yes
25,32723,2,5975,12.99,4,560,No
23,48901,3,1000,10.62,4,670,No
24,48946,1,1000,6.76,4,604,No
21,42664,0,1000,16.45,2,578,Yes
22,49775,0,1000,6.91,2,661,No
22,51369,0,1000,9.62,3,662,No
24,51266,1,1000,13.16,2,630,No
23,52520,2,1000,7.51,3,659,No
25,32374,0,4000,10.74,3,692,No
21,55266,0,1000,7.49,3,642,No
24,54752,1,1000,7.4,3,547,No
23,54580,0,1000,14.26,2,544,No
25,49914,0,1000,15.57,2,558,Yes
22,58876,1,1000,7.29,2,576,No
21,51397,2,1000,15.58,4,649,Yes
25,59552,0,1000,7.66,3,587,No
21,60555,0,1000,13.49,3,617,No
26,32473,4,8500,13.23,3,589,No
22,32536,0,4400,11.49,4,614,No
26,61243,2,1000,5.42,3,668,No
23,62219,0,1000,7.14,2,694,No
26,65789,3,1000,11.71,3,682,No
22,68446,0,1000,11.49,2,606,No
22,70345,0,1000,11.26,3,655,No
26,77455,5,1000,10.75,3,659,No
21,32384,0,4000,7.51,4,632,No
23,83985,1,1000,7.29,3,698,No
24,85209,0,1000,8.59,2,675,No
22,87469,0,1000,7.88,3,633,No
25,32893,1,7200,11.71,4,689,Yes
23,91314,0,1000,13.23,3,684,No
24,105469,6,1000,13.99,4,678,No
21,33172,0,6000,14.46,4,443,Yes
26,116115,5,1000,10.36,3,608,No
23,46493,0,1075,11.01,3,629,No
23,32979,0,6000,8,3,549,No
23,18051,1,1100,11.99,4,655,No
25,42758,4,1100,6.76,2,651,No
23,93419,0,1150,10.95,2,654,No
24,12704,1,1200,7.29,4,678,No
24,33160,6,1000,12.53,2,670,No
23,14224,0,1200,6.91,3,661,No
21,33472,0,2000,6.99,3,604,Yes
24,16630,1,1200,11.89,2,624,No
22,18301,0,1200,10.37,2,687,No
22,33094,0,3000,8.32,3,512,No
24,18083,0,1200,7.29,4,566,No
21,18224,0,1200,7.14,3,632,No
23,19622,0,1200,14.91,4,626,Yes
22,33258,2,7500,11.01,4,544,No
21,20042,0,1200,7.49,3,659,No
25,20918,1,1200,10.38,2,630,No
24,22529,2,1200,11.89,4,612,No
21,33310,0,9600,13.49,2,651,No
23,25397,0,1200,18.25,4,585,Yes
23,33086,0,5000,10.65,4,636,No
23,33341,1,6400,7.9,2,647,No
23,25738,1,1200,7.9,2,571,No
22,27174,0,1200,5.99,2,632,No
22,33225,0,4800,11.99,2,629,No
23,33472,0,1000,15.99,3,638,Yes
23,32703,3,1200,14.35,4,670,Yes
22,33893,0,1200,13.06,2,645,No
22,34935,0,1200,12.69,3,672,No
22,33621,2,10800,10.74,3,632,No
21,37481,0,1200,9.62,3,648,No
26,33643,0,3000,5.79,3,564,No
22,33690,4,7750,10.37,3,570,No
26,37463,3,1200,10.14,4,581,No
22,38511,3,1200,12.21,4,641,No
23,38674,1,1200,8.88,2,669,No
24,40163,3,1200,13.11,2,588,No
23,33492,1,4000,9.62,2,664,No
22,33456,1,6000,6.54,4,635,No
23,41019,1,1200,8.32,2,535,No
21,42044,0,1200,12.69,4,579,Yes
26,41848,4,1200,9.91,3,615,No
22,42555,0,1200,19.29,4,636,Yes
22,35365,0,1200,15.7,4,557,Yes
26,33534,2,3025,15.95,2,556,No
23,44135,0,1200,13.99,4,569,No
24,44317,0,1200,11.49,2,670,No
23,44493,2,1200,10.37,3,669,No
21,49151,1,1200,15.58,4,652,No
22,41747,0,1200,14.61,4,508,Yes
25,48675,4,1200,8,4,648,No
25,52703,3,1200,8.49,2,612,No
25,52595,2,1200,9.91,4,611,No
24,33707,1,10000,11.01,2,618,No
24,33456,3,9475,8.94,3,674,No
22,54620,0,1200,12.68,3,668,No
23,47451,2,1200,15.95,2,666,Yes
25,58759,0,1200,12.68,4,631,No
22,33286,1,12000,11.01,3,636,Yes
22,33521,1,5000,12.18,4,518,No
25,66909,0,1200,11.58,4,606,No
23,70469,0,1200,15.23,4,647,No
23,71451,0,1200,11.71,4,665,No
24,33509,0,7500,10.39,2,655,No
25,72883,7,1200,7.66,3,667,No
23,73262,0,1200,11.01,3,615,No
22,121454,0,1200,8.59,2,523,No
24,12622,3,1300,12.73,2,509,Yes
26,50272,4,1300,7.9,4,629,No
24,55118,4,1300,13.61,4,477,No
26,61030,4,1300,6.99,3,679,No
22,65725,1,1300,14.27,2,700,Yes
25,33366,1,8000,15.05,2,579,Yes
24,77492,1,1300,13.49,3,599,Yes
25,107530,0,1300,10.59,4,653,No
25,29628,5,1325,13.49,2,700,Yes
24,32040,2,1325,12.87,4,669,Yes
24,54187,0,1325,10,4,583,Yes
26,33957,5,2750,9.63,2,552,No
25,62682,0,1325,14.79,3,669,No
21,28729,0,1350,9.99,2,641,No
25,51083,3,1350,5.42,2,591,No
22,84683,1,1350,12.68,3,583,No
24,12965,2,1400,10.83,4,655,No
22,33824,0,3725,12.69,2,660,No
23,18776,3,1400,15.62,3,558,Yes
23,33656,4,1925,11.01,3,631,No
24,33571,0,8000,7.29,3,620,No
24,34170,1,5175,10.99,4,642,No
25,34055,5,9000,7.49,4,586,No
24,36860,0,1400,15.62,4,635,Yes
25,37436,0,1400,13.11,2,552,No
23,34205,0,6300,11.01,3,632,No
22,40329,0,1400,14.27,4,682,No
26,49154,2,1400,7.74,3,686,No
26,49040,4,1400,11.86,4,611,No
21,34395,0,3500,14.42,4,621,Yes
26,43739,2,1400,11.49,4,650,Yes
26,54804,3,1400,10.59,4,704,No
24,34086,1,2000,14.27,2,622,No
26,34101,6,2500,11.71,3,629,No
24,34132,6,7000,7.9,4,525,No
23,51658,0,1400,10,4,614,Yes
25,33944,0,11500,6.03,4,637,Yes
22,33886,1,8400,7.51,3,559,No
24,34248,6,6000,15.62,2,617,Yes
24,150943,2,1400,11.01,4,640,No
21,13049,0,1450,7.51,4,661,No
24,27137,0,1450,11.01,3,581,No
23,37363,0,1450,15.58,4,609,Yes
24,57398,0,1450,10.74,4,666,No
23,33889,3,9800,7.29,4,624,No
26,67663,6,1450,14.27,3,578,No
22,122176,0,1475,5.79,3,699,No
24,33599,0,1500,16.29,4,681,Yes
22,33874,0,1500,12.73,2,642,No
25,34338,2,1500,11.89,3,588,No
23,34520,3,1500,14.17,4,666,No
24,34292,6,10000,11.01,2,645,No
22,35346,4,1500,11.01,4,521,No
22,34079,0,9600,8.59,3,661,No
23,34197,1,1200,13.92,3,655,No
24,35018,0,1500,11.46,4,660,No
23,35214,3,1500,7.74,3,648,No
23,36851,0,1500,7.51,3,640,No
21,37129,0,1500,7.29,3,679,No
25,34489,0,14125,6.99,4,684,No
24,37180,1,1500,14.22,4,526,No
25,36983,3,1500,16.82,3,652,Yes
26,36582,2,1500,14.61,3,588,Yes
21,36919,0,1500,13.92,2,622,No
23,38350,0,1500,8.94,3,538,No
26,34516,2,6000,7.88,3,591,No
25,38570,2,1500,11.12,2,592,No
25,38946,3,1500,10.99,4,690,No
25,39531,2,1500,7.49,4,671,No
23,34703,0,4800,15.99,2,674,No
25,39573,2,1500,7.29,3,581,No
24,39493,3,1500,13.92,4,662,No
24,39682,2,1500,9.91,3,587,Yes
25,40747,2,1500,11.48,4,563,No
22,34484,0,5000,5.79,2,546,No
23,34684,0,4200,14.72,4,632,No
23,34814,0,9250,10.75,2,668,No
22,34639,0,3250,15.21,2,645,Yes
22,34724,0,5500,10.38,2,582,No
26,41697,2,1500,19.41,4,671,No
23,41998,0,1500,6.99,4,642,No
25,43079,1,1500,10.99,4,656,No
21,42773,0,1500,5.79,2,659,No
25,43124,2,1500,10,4,607,No
23,43048,0,1500,8.88,3,683,No
21,34812,0,10000,9.63,4,638,No
24,43068,3,1500,11.01,3,604,No
23,35802,3,1500,14.59,2,605,Yes
24,44321,0,1500,15.23,2,711,No
24,44069,0,1500,10,3,646,No
22,34363,0,12300,6.62,2,555,No
21,44041,0,1500,10.37,4,656,No
24,38214,3,1500,15.99,2,617,Yes
22,46625,0,1500,13.22,2,605,No
25,34378,2,9600,6.03,3,673,No
23,34746,2,9500,15.62,2,630,Yes
23,34478,0,2500,5.99,2,664,No
23,46777,0,1500,8.32,3,682,No
23,34597,0,7000,9.99,4,570,No
24,47835,1,1500,15.62,3,664,No
25,41906,1,1500,16.82,4,559,Yes
23,48980,3,1500,13.99,2,660,No
21,34715,0,1000,12.99,4,645,No
22,34500,0,10000,10.99,3,586,No
24,41886,2,1500,8.94,2,685,Yes
21,49302,1,1500,12.18,4,582,No
23,48964,0,1500,11.78,2,676,No
22,42887,3,1500,12.23,4,622,Yes
26,34758,1,4500,11.01,2,598,Yes
23,34728,1,8400,10.99,2,661,No
21,49970,0,1500,11.01,3,666,No
21,51309,0,1500,5.79,3,696,No
22,44339,0,1500,13.16,4,613,Yes
23,51728,0,1500,10.71,2,641,No
25,52486,6,1500,7.49,3,650,No
23,34527,1,4000,6.92,4,691,No
23,54361,0,1500,11.63,2,454,No
22,34796,2,8500,6.17,2,608,No
24,47453,2,1500,8.49,3,607,Yes
23,34286,0,5225,14.84,2,601,Yes
23,54839,2,1500,7.51,4,640,No
26,55290,1,1500,10.25,3,600,No
25,58509,2,1500,10.36,3,690,No
26,51385,4,1500,14.61,3,555,Yes
22,52099,1,1500,17.19,4,694,Yes
24,59430,0,1500,14.35,2,617,No
24,61224,2,1500,14.26,2,549,No
24,61552,3,1500,11.01,4,696,No
25,61540,3,1500,11.89,3,683,No
24,63022,4,1500,12.61,2,592,No
26,63424,4,1500,13.85,4,591,No
25,34513,2,12200,12.53,4,636,No
22,35051,3,10750,11.14,2,584,No
21,63326,0,1500,11.99,3,711,No
24,65740,0,1500,14.17,2,591,No
25,34520,2,5000,8,2,670,No
26,34343,4,4000,15.37,3,660,No
23,66198,1,1500,9.62,3,614,No
25,34492,2,4000,7.68,2,680,No
26,65987,5,1500,13.98,4,671,No
24,34450,4,9000,10.83,3,562,Yes
26,67403,4,1500,12.84,4,650,No
25,69479,3,1500,11.01,3,649,No
21,62124,0,1500,15.58,4,701,Yes
22,69537,0,1500,11.36,3,654,No
24,70147,0,1500,10.75,4,600,No
22,70625,0,1500,5.42,2,539,No
22,73002,1,1500,13.57,2,643,No
25,76600,1,1500,12.42,4,690,No
25,76367,2,1500,7.49,4,649,No
22,86400,0,1500,6.99,3,569,No
24,84860,0,1500,14.42,4,572,Yes
25,34665,4,1000,9.63,4,633,No
23,34817,3,7000,11.01,4,614,No
26,116279,3,1500,11.01,2,641,No
23,186938,2,1500,11.01,3,539,No
23,12519,3,1600,10.36,2,635,Yes
24,35392,1,6000,9.99,3,604,No
21,15315,0,1600,10.59,2,638,Yes
24,18313,1,1600,18.25,3,646,Yes
24,18973,0,1600,7.51,3,647,No
21,19418,0,1600,12.69,2,630,No
22,27045,0,1600,11.01,4,547,No
24,35291,3,3500,14.59,3,578,No
23,28174,1,1600,13.06,2,666,No
22,25216,0,1675,7.74,3,666,No
21,35105,0,4800,12.87,3,581,No
22,35035,0,8500,7.68,4,626,No
23,30504,0,1675,11.11,3,617,No
23,35775,0,1675,15.21,2,621,Yes
23,56461,3,1675,6.54,3,611,No
24,73096,2,1675,6.54,4,694,No
21,35185,0,2000,7.29,4,571,No
23,22421,0,1700,11.11,3,611,No
23,23177,0,1700,9.99,3,671,No
23,35124,0,10000,10.75,2,664,No
23,55130,0,1700,14.72,2,605,No
21,35500,1,3000,10.75,2,649,No
21,12231,0,1750,8.94,2,707,Yes
21,35455,0,8000,8.9,4,571,No
26,35202,5,6000,8.9,3,583,No
26,12775,3,1750,9.99,4,659,Yes
22,35687,0,8875,8.9,3,580,No
22,13445,2,1750,14.72,3,560,Yes
23,13011,4,1750,15.05,3,542,Yes
26,35554,7,5150,6.62,2,667,No
25,13107,2,1750,7.49,3,624,Yes
23,21741,1,1750,10.95,3,632,No
26,27399,4,1750,11.01,3,664,No
23,28170,0,1750,15.7,2,544,Yes
26,116612,4,1750,6.54,2,621,No
23,28539,1,1775,6.99,4,628,No
21,48860,0,1775,6.54,3,629,No
23,55297,0,1775,12.72,2,625,No
24,35407,3,1400,8.9,3,588,Yes
24,18162,0,1800,6.92,3,659,No
23,35599,0,5000,11.99,3,679,No
24,35640,0,6075,8.49,2,573,No
24,35601,2,3500,9.99,4,670,No
21,22281,0,1800,6.62,3,643,No
23,35076,0,10625,11.01,2,681,No
26,22590,6,1800,13.8,3,662,No
22,22819,0,1800,12.18,3,678,Yes
24,35482,0,7500,8.49,2,664,No
22,36012,0,11500,11.01,3,550,No
22,35574,1,10000,7.49,2,679,No
24,26110,0,1800,10.65,2,674,No
21,35588,0,5000,7.49,3,659,No
22,35244,2,10000,16.49,4,594,No
26,27860,3,1800,8.49,2,513,No
23,35401,0,6000,7.49,2,601,No
24,29748,2,1800,11.26,2,535,No
23,31126,0,1800,12.69,3,571,Yes
25,35428,1,1000,5.42,3,625,No
22,35758,2,2000,11.01,2,689,No
25,34621,3,1800,12.53,3,670,No
22,55199,0,1800,16.49,4,601,No
25,54982,1,1800,12.61,4,648,No
23,35492,0,3000,11.11,4,654,No
23,35409,1,8400,9.63,3,665,No
26,55094,2,1800,14.11,2,660,No
24,35363,3,6000,10.74,2,586,No
22,55548,3,1800,15.21,3,678,No
23,58900,2,1800,11.49,4,622,No
21,58638,0,1800,13.35,2,701,No
23,61669,1,1800,16.02,2,653,No
21,35798,0,5500,13.23,2,651,No
22,69328,0,1800,14.27,3,526,No
22,70772,0,1800,12.18,2,613,No
22,86223,0,1800,11.12,4,657,No
22,88620,0,1800,11.41,3,657,No
26,90664,8,1800,9.25,2,644,No
24,90969,1,1800,8.94,4,680,No
24,35501,2,5500,11.01,3,554,No
21,18240,1,1825,15.62,2,643,Yes
22,35492,1,14500,9.88,2,665,No
25,24336,0,1825,12.68,2,594,No
25,35355,2,6250,10.25,2,581,No
24,43066,1,1850,7.12,2,684,No
21,16555,0,1875,6.99,3,630,No
24,18561,4,1875,13.49,2,645,No
26,24143,6,1900,11.01,3,588,No
22,32465,0,1900,7.29,3,571,Yes
24,39480,0,1900,13.49,2,649,No
23,37086,0,1925,12.18,2,592,No
25,51671,5,1925,6.17,4,642,No
23,21169,2,1950,10.37,2,665,No
22,35603,2,2000,8.59,3,622,No
24,39016,1,1950,13.11,4,576,No
24,35899,1,5500,12.98,2,575,No
24,35706,2,10000,11.01,2,661,No
24,13148,1,2000,10.25,2,623,Yes
23,35936,1,10000,8,2,621,No
23,15412,0,2000,7.74,4,528,Yes
25,15403,2,2000,11.89,4,608,Yes
21,17716,0,2000,11.01,4,539,No
23,35964,0,11500,7.9,4,669,No
24,18389,0,2000,10.65,4,668,No
26,18104,2,2000,17.49,4,651,Yes
21,35903,0,4200,11.99,3,554,No
26,18488,1,2000,10.37,2,640,No
21,17998,0,2000,5.79,2,635,No
26,18095,3,2000,6.92,4,646,No
26,35756,4,7200,8.49,4,669,No
26,18084,4,2000,15.58,4,639,Yes
25,19130,1,2000,7.88,4,597,No
21,19821,0,2000,7.9,2,602,No
24,20118,2,2000,15.05,4,603,Yes
25,20020,3,2000,13.48,4,687,No
24,22360,0,2000,10.37,2,658,No
25,23029,0,2000,7.51,4,685,Yes
23,22694,2,2000,14.79,3,651,No
21,22735,0,2000,5.42,3,462,No
26,22770,1,2000,13.3,2,484,Yes
22,23899,2,2000,14.22,2,641,No
24,35833,4,20000,10.62,3,717,No
24,23833,2,2000,13.49,4,622,No
23,24407,0,2000,10.59,4,535,No
26,24134,5,2000,6.17,4,685,No
22,24484,2,2000,7.49,2,696,No
21,24999,0,2000,11.01,3,527,No
26,24765,3,2000,8.59,3,662,Yes
23,35699,0,6000,11.99,2,632,No
22,35693,1,5000,9.25,4,576,No
22,35698,0,2500,6.91,3,663,No
22,26635,2,2000,14.22,3,690,No
23,35716,3,2000,13.16,3,548,No
21,26814,1,2000,11.71,2,566,Yes
22,26812,0,2000,16.89,2,647,Yes
23,27644,0,2000,13.99,2,727,No
22,27520,1,2000,7.29,3,604,No
23,27380,0,2000,10.39,3,654,No
21,28847,1,2000,13.11,2,605,No
22,29269,0,2000,11.89,4,651,Yes
24,29465,2,2000,11.01,3,666,No
24,29568,4,2000,12.69,2,650,Yes
25,29829,4,2000,16.59,2,612,No
21,29787,0,2000,18.39,3,638,Yes
23,36108,1,6400,8.94,4,625,No
23,29998,1,2000,12.61,3,676,No
22,35757,0,8875,15.68,3,711,Yes
25,29937,0,2000,10.38,4,643,No
23,29741,0,2000,14.35,2,588,No
22,30128,1,2000,13.11,4,645,No
22,36075,0,1800,5.42,4,650,No
24,35906,4,2500,6.76,2,549,No
24,35688,0,11000,11.71,4,603,Yes
21,29967,0,2000,11.14,4,599,No
25,36093,3,10000,7.74,3,663,No
24,29613,0,2000,14.61,2,629,Yes
24,29937,0,2000,16,2,601,Yes
22,30377,1,2000,11.36,4,666,No
22,30708,2,2000,13.23,4,617,No
24,30945,2,2000,6.62,4,659,No
25,31480,1,2000,9.91,4,584,No
24,31356,3,2000,14.96,4,568,Yes
21,31289,0,2000,13.47,2,637,No
22,36851,0,6000,7.49,4,590,No
25,32305,4,2000,12.99,4,698,No
21,36478,0,5000,13.57,4,624,Yes
23,36430,0,3000,9.32,3,578,No
23,33197,0,2000,13.61,4,629,No
23,33568,3,2000,13.99,3,637,Yes
22,35845,1,2000,8.49,2,688,No
26,37226,5,2000,11.71,2,716,Yes
25,36943,0,2000,12.42,2,591,No
21,37118,0,2000,13.43,4,540,No
23,36728,1,4750,14.46,4,715,Yes
24,36591,2,2000,7.66,3,684,No
24,37266,2,2000,20,3,675,Yes
22,36965,0,5400,12.84,4,476,No
23,99134,2,15000,18.25,2,595,Yes
22,86113,0,15000,16.77,2,673,Yes
25,115100,0,15000,12.42,2,531,No
23,114950,0,15000,9.88,4,511,No
23,115157,1,15000,15.05,2,596,No
25,37063,5,5000,6.03,3,663,No
25,37166,3,6500,14.27,3,678,No
22,37081,0,8000,13.49,2,646,No
23,101365,0,15000,8.49,2,636,Yes
25,116634,3,15000,8.88,2,515,No
26,101920,3,15000,16,3,629,Yes
25,115979,0,15000,11.58,4,618,No
25,117817,5,15000,7.49,4,645,No
23,119951,0,15000,6.99,4,631,No
26,121332,4,15000,13.49,4,645,No
21,36716,0,7125,7.51,4,576,Yes
24,121094,0,15000,7.49,2,673,No
26,120836,1,15000,6.99,2,664,No
24,106848,1,15000,9.99,4,642,Yes
25,37727,6,3600,12.42,4,662,No
26,120865,3,15000,14.26,2,696,No
24,121048,0,15000,11.89,2,652,No
24,122002,2,15000,14.42,2,648,No
24,123439,1,15000,14.22,4,648,No
23,37072,1,5000,6.62,2,697,No
24,127096,1,15000,10.95,3,607,No
23,127785,2,15000,15.95,3,667,No
21,36893,0,2400,11.71,3,622,No
